time	rcs1	rcs2	rcs3	tvc1_rcs1	tvc1_rcs2
2531	0.5042121509	-0.223338251	0.9194124366	0.5042121509	-0.194959236
2532	0.5044344906	-0.22381536	0.9187664302	0.5044344906	-0.195464308
2533	0.5046567426	-0.224292326	0.9181196808	0.5046567426	-0.19596925
2534	0.5048789068	-0.22476915	0.9174721899	0.5048789068	-0.196474061
2535	0.5051009834	-0.225245832	0.9168239589	0.5051009834	-0.196978741
2536	0.5053229723	-0.225722371	0.916174989	0.5053229723	-0.19748329
2537	0.5055448738	-0.226198768	0.9155252817	0.5055448738	-0.197987708
2538	0.5057666878	-0.226675023	0.9148748384	0.5057666878	-0.198491996
2539	0.5059884144	-0.227151135	0.9142236603	0.5059884144	-0.198996153
2540	0.5062100537	-0.227627106	0.9135717489	0.5062100537	-0.199500179
2541	0.5064316058	-0.228102935	0.9129191054	0.5064316058	-0.200004075
2542	0.5066530707	-0.228578622	0.9122657313	0.5066530707	-0.20050784
2543	0.5068744485	-0.229054167	0.9116116279	0.5068744485	-0.201011475
2544	0.5070957392	-0.22952957	0.9109567965	0.5070957392	-0.20151498
2545	0.507316943	-0.230004832	0.9103012385	0.507316943	-0.202018354
2546	0.5075380599	-0.230479952	0.9096449552	0.5075380599	-0.202521598
2547	0.50775909	-0.23095493	0.908987948	0.50775909	-0.203024711
2548	0.5079800333	-0.231429767	0.9083302181	0.5079800333	-0.203527694
2549	0.5082008899	-0.231904463	0.9076717671	0.5082008899	-0.204030548
2550	0.5084216598	-0.232379018	0.907012596	0.5084216598	-0.204533271
2551	0.5086423432	-0.232853431	0.9063527064	0.5086423432	-0.205035864
2552	0.5088629402	-0.233327704	0.9056920995	0.5088629402	-0.205538326
2553	0.5090834507	-0.233801835	0.9050307766	0.5090834507	-0.206040659
2554	0.5093038748	-0.234275825	0.9043687391	0.5093038748	-0.206542863
2555	0.5095242126	-0.234749674	0.9037059883	0.5095242126	-0.207044936
2556	0.5097444643	-0.235223383	0.9030425255	0.5097444643	-0.207546879
2557	0.5099646297	-0.235696951	0.9023783521	0.5099646297	-0.208048693
2558	0.5101847091	-0.236170378	0.9017134692	0.5101847091	-0.208550377
2559	0.5104047025	-0.236643665	0.9010478784	0.5104047025	-0.209051931
2560	0.5106246099	-0.237116811	0.9003815807	0.5106246099	-0.209553355
2561	0.5108444315	-0.237589816	0.8997145777	0.5108444315	-0.21005465
2562	0.5110641672	-0.238062682	0.8990468705	0.5110641672	-0.210555816
2563	0.5112838171	-0.238535407	0.8983784605	0.5112838171	-0.211056852
2564	0.5115033814	-0.239007991	0.897709349	0.5115033814	-0.211557759
2565	0.5117228601	-0.239480436	0.8970395372	0.5117228601	-0.212058536
2566	0.5119422532	-0.239952741	0.8963690265	0.5119422532	-0.212559184
2567	0.5121615608	-0.240424905	0.8956978182	0.5121615608	-0.213059702
2568	0.5123807831	-0.24089693	0.8950259135	0.5123807831	-0.213560092
2569	0.5125999199	-0.241368815	0.8943533138	0.5125999199	-0.214060352
2570	0.5128189715	-0.24184056	0.8936800203	0.5128189715	-0.214560483
2571	0.5130379379	-0.242312165	0.8930060343	0.5130379379	-0.215060485
2572	0.5132568191	-0.242783631	0.8923313571	0.5132568191	-0.215560358
2573	0.5134756152	-0.243254957	0.89165599	0.5134756152	-0.216060102
2574	0.5136943263	-0.243726144	0.8909799342	0.5136943263	-0.216559718
2575	0.5139129525	-0.244197191	0.890303191	0.5139129525	-0.217059204
2576	0.5141314937	-0.244668099	0.8896257618	0.5141314937	-0.217558561
2577	0.5143499502	-0.245138868	0.8889476477	0.5143499502	-0.21805779
2578	0.5145683219	-0.245609498	0.8882688501	0.5145683219	-0.21855689
2579	0.5147866089	-0.246079988	0.8875893702	0.5147866089	-0.219055861
2580	0.5150048113	-0.24655034	0.8869092092	0.5150048113	-0.219554704
2581	0.5152229291	-0.247020553	0.8862283685	0.5152229291	-0.220053418
2582	0.5154409624	-0.247490626	0.8855468493	0.5154409624	-0.220552003
2583	0.5156589113	-0.247960561	0.8848646529	0.5156589113	-0.22105046
2584	0.5158767758	-0.248430357	0.8841817804	0.5158767758	-0.221548789
2585	0.5160945561	-0.248900015	0.8834982332	0.5160945561	-0.222046989
2586	0.5163122521	-0.249369534	0.8828140126	0.5163122521	-0.222545061
2587	0.5165298639	-0.249838914	0.8821291197	0.5165298639	-0.223043004
2588	0.5167473917	-0.250308156	0.8814435558	0.5167473917	-0.223540819
2589	0.5169648354	-0.25077726	0.8807573222	0.5169648354	-0.224038507
2590	0.5171821951	-0.251246226	0.88007042	0.5171821951	-0.224536066
2591	0.517399471	-0.251715053	0.8793828506	0.517399471	-0.225033496
2592	0.5176166629	-0.252183742	0.8786946152	0.5176166629	-0.225530799
2593	0.5178337712	-0.252652293	0.878005715	0.5178337712	-0.226027974
2594	0.5180507957	-0.253120706	0.8773161513	0.5180507957	-0.226525021
2595	0.5182677365	-0.253588981	0.8766259252	0.5182677365	-0.22702194
2596	0.5184845938	-0.254057118	0.8759350381	0.5184845938	-0.227518731
2597	0.5187013675	-0.254525118	0.8752434911	0.5187013675	-0.228015395
2598	0.5189180578	-0.254992979	0.8745512855	0.5189180578	-0.22851193
2599	0.5191346647	-0.255460703	0.8738584224	0.5191346647	-0.229008338
2600	0.5193511883	-0.25592829	0.8731649032	0.5193511883	-0.229504619
2601	0.5195676286	-0.256395739	0.872470729	0.5195676286	-0.230000771
2602	0.5197839857	-0.256863051	0.8717759011	0.5197839857	-0.230496796
2603	0.5200002597	-0.257330225	0.8710804206	0.5200002597	-0.230992694
2604	0.5202164506	-0.257797262	0.8703842888	0.5202164506	-0.231488464
2605	0.5204325585	-0.258264162	0.8696875069	0.5204325585	-0.231984107
2606	0.5206485835	-0.258730925	0.8689900761	0.5206485835	-0.232479622
2607	0.5208645256	-0.259197551	0.8682919976	0.5208645256	-0.232975011
2608	0.5210803848	-0.25966404	0.8675932726	0.5210803848	-0.233470271
2609	0.5212961613	-0.260130392	0.8668939024	0.5212961613	-0.233965405
2610	0.5215118552	-0.260596607	0.866193888	0.5215118552	-0.234460412
2611	0.5217274664	-0.261062685	0.8654932308	0.5217274664	-0.234955291
2612	0.521942995	-0.261528627	0.8647919319	0.521942995	-0.235450043
2613	0.5221584412	-0.261994432	0.8640899925	0.5221584412	-0.235944669
2614	0.5223738049	-0.262460101	0.8633874138	0.5223738049	-0.236439167
2615	0.5225890862	-0.262925633	0.862684197	0.5225890862	-0.236933538
2616	0.5228042852	-0.263391028	0.8619803432	0.5228042852	-0.237427783
2617	0.523019402	-0.263856288	0.8612758538	0.523019402	-0.237921901
2618	0.5232344366	-0.264321411	0.8605707297	0.5232344366	-0.238415892
2619	0.523449389	-0.264786398	0.8598649724	0.523449389	-0.238909756
2620	0.5236642594	-0.265251249	0.8591585828	0.5236642594	-0.239403494
2621	0.5238790479	-0.265715963	0.8584515622	0.5238790479	-0.239897105
2622	0.5240937543	-0.266180542	0.8577439118	0.5240937543	-0.240390589
2623	0.5243083789	-0.266644985	0.8570356327	0.5243083789	-0.240883947
2624	0.5245229217	-0.267109292	0.8563267262	0.5245229217	-0.241377179
2625	0.5247373828	-0.267573464	0.8556171933	0.5247373828	-0.241870284
2626	0.5249517622	-0.2680375	0.8549070353	0.5249517622	-0.242363262
2627	0.5251660599	-0.2685014	0.8541962534	0.5251660599	-0.242856115
2628	0.5253802761	-0.268965164	0.8534848486	0.5253802761	-0.243348841
2629	0.5255944108	-0.269428794	0.8527728221	0.5255944108	-0.243841441
2630	0.5258084641	-0.269892287	0.8520601752	0.5258084641	-0.244333914
2631	0.5260224359	-0.270355646	0.8513469089	0.5260224359	-0.244826262
2632	0.5262363265	-0.270818869	0.8506330245	0.5262363265	-0.245318483
2633	0.5264501358	-0.271281957	0.849918523	0.5264501358	-0.245810579
2634	0.526663864	-0.27174491	0.8492034057	0.526663864	-0.246302548
2635	0.526877511	-0.272207728	0.8484876737	0.526877511	-0.246794391
2636	0.5270910769	-0.272670411	0.8477713281	0.5270910769	-0.247286109
2637	0.5273045618	-0.273132959	0.84705437	0.5273045618	-0.247777701
2638	0.5275179658	-0.273595372	0.8463368007	0.5275179658	-0.248269167
2639	0.527731289	-0.274057651	0.8456186213	0.527731289	-0.248760507
2640	0.5279445313	-0.274519795	0.8448998329	0.5279445313	-0.249251722
2641	0.5281576928	-0.274981804	0.8441804366	0.5281576928	-0.24974281
2642	0.5283707736	-0.275443679	0.8434604336	0.5283707736	-0.250233774
2643	0.5285837738	-0.275905419	0.842739825	0.5285837738	-0.250724611
2644	0.5287966935	-0.276367025	0.842018612	0.5287966935	-0.251215324
2645	0.5290095326	-0.276828497	0.8412967956	0.5290095326	-0.251705911
2646	0.5292222912	-0.277289834	0.8405743771	0.5292222912	-0.252196372
2647	0.5294349695	-0.277751037	0.8398513575	0.5294349695	-0.252686708
2648	0.5296475674	-0.278212106	0.839127738	0.5296475674	-0.253176919
2649	0.5298600851	-0.278673041	0.8384035197	0.5298600851	-0.253667004
2650	0.5300725226	-0.279133842	0.8376787036	0.5300725226	-0.254156965
2651	0.5302848799	-0.279594509	0.836953291	0.5302848799	-0.2546468
2652	0.5304971571	-0.280055042	0.836227283	0.5304971571	-0.25513651
2653	0.5307093543	-0.280515442	0.8355006806	0.5307093543	-0.255626095
2654	0.5309214715	-0.280975708	0.834773485	0.5309214715	-0.256115555
2655	0.5311335088	-0.28143584	0.8340456973	0.5311335088	-0.25660489
2656	0.5313454663	-0.281895839	0.8333173186	0.5313454663	-0.2570941
2657	0.5315573439	-0.282355704	0.83258835	0.5315573439	-0.257583185
2658	0.5317691419	-0.282815436	0.8318587927	0.5317691419	-0.258072145
2659	0.5319808601	-0.283275034	0.8311286476	0.5319808601	-0.258560981
2660	0.5321924988	-0.2837345	0.830397916	0.5321924988	-0.259049692
2661	0.5324040579	-0.284193832	0.8296665989	0.5324040579	-0.259538278
2662	0.5326155376	-0.28465303	0.8289346974	0.5326155376	-0.26002674
2663	0.5328269378	-0.285112096	0.8282022127	0.5328269378	-0.260515077
2664	0.5330382586	-0.285571029	0.8274691457	0.5330382586	-0.261003289
2665	0.5332495001	-0.286029829	0.8267354977	0.5332495001	-0.261491377
2666	0.5334606624	-0.286488496	0.8260012697	0.5334606624	-0.261979341
2667	0.5336717455	-0.286947031	0.8252664628	0.5336717455	-0.26246718
2668	0.5338827494	-0.287405432	0.824531078	0.5338827494	-0.262954895
2669	0.5340936743	-0.287863701	0.8237951165	0.5340936743	-0.263442486
2670	0.5343045202	-0.288321838	0.8230585794	0.5343045202	-0.263929952
2671	0.5345152871	-0.288779841	0.8223214677	0.5345152871	-0.264417294
2672	0.5347259751	-0.289237713	0.8215837825	0.5347259751	-0.264904513
2673	0.5349365843	-0.289695452	0.820845525	0.5349365843	-0.265391607
2674	0.5351471147	-0.290153059	0.820106696	0.5351471147	-0.265878576
2675	0.5353575664	-0.290610533	0.8193672969	0.5353575664	-0.266365422
2676	0.5355679394	-0.291067876	0.8186273285	0.5355679394	-0.266852144
2677	0.5357782338	-0.291525086	0.8178867921	0.5357782338	-0.267338742
2678	0.5359884497	-0.291982165	0.8171456886	0.5359884497	-0.267825217
2679	0.5361985871	-0.292439111	0.8164040191	0.5361985871	-0.268311567
2680	0.5364086461	-0.292895926	0.8156617847	0.5364086461	-0.268797794
2681	0.5366186267	-0.293352608	0.8149189865	0.5366186267	-0.269283897
2682	0.536828529	-0.293809159	0.8141756255	0.536828529	-0.269769876
2683	0.5370383531	-0.294265579	0.8134317028	0.5370383531	-0.270255732
2684	0.5372480989	-0.294721866	0.8126872195	0.5372480989	-0.270741464
2685	0.5374577667	-0.295178022	0.8119421765	0.5374577667	-0.271227073
2686	0.5376673563	-0.295634047	0.811196575	0.5376673563	-0.271712558
2687	0.537876868	-0.296089941	0.810450416	0.537876868	-0.27219792
2688	0.5380863017	-0.296545703	0.8097037006	0.5380863017	-0.272683158
2689	0.5382956575	-0.297001333	0.8089564297	0.5382956575	-0.273168273
2690	0.5385049354	-0.297456833	0.8082086045	0.5385049354	-0.273653265
2691	0.5387141356	-0.297912201	0.8074602261	0.5387141356	-0.274138134
2692	0.538923258	-0.298367439	0.8067112954	0.538923258	-0.274622879
2693	0.5391323028	-0.298822545	0.8059618134	0.5391323028	-0.275107501
2694	0.5393412699	-0.29927752	0.8052117814	0.5393412699	-0.275592
2695	0.5395501595	-0.299732365	0.8044612001	0.5395501595	-0.276076377
2696	0.5397589716	-0.300187079	0.8037100708	0.5397589716	-0.27656063
2697	0.5399677063	-0.300641662	0.8029583945	0.5399677063	-0.27704476
2698	0.5401763636	-0.301096114	0.8022061721	0.5401763636	-0.277528767
2699	0.5403849436	-0.301550436	0.8014534048	0.5403849436	-0.278012652
2700	0.5405934463	-0.302004628	0.8007000935	0.5405934463	-0.278496414
2701	0.5408018718	-0.302458689	0.7999462392	0.5408018718	-0.278980053
2702	0.5410102201	-0.302912619	0.7991918431	0.5410102201	-0.279463569
2703	0.5412184913	-0.303366419	0.7984369061	0.5412184913	-0.279946963
2704	0.5414266855	-0.30382009	0.7976814293	0.5414266855	-0.280430234
2705	0.5416348028	-0.304273629	0.7969254136	0.5416348028	-0.280913382
2706	0.5418428431	-0.304727039	0.7961688601	0.5418428431	-0.281396408
2707	0.5420508065	-0.305180319	0.7954117699	0.5420508065	-0.281879312
2708	0.5422586931	-0.305633469	0.7946541438	0.5422586931	-0.282362093
2709	0.542466503	-0.306086488	0.7938959831	0.542466503	-0.282844752
2710	0.5426742362	-0.306539378	0.7931372885	0.5426742362	-0.283327288
2711	0.5428818927	-0.306992139	0.7923780613	0.5428818927	-0.283809703
2712	0.5430894727	-0.307444769	0.7916183023	0.5430894727	-0.284291995
2713	0.5432969761	-0.30789727	0.7908580127	0.5432969761	-0.284774164
2714	0.543504403	-0.308349642	0.7900971933	0.543504403	-0.285256212
2715	0.5437117536	-0.308801883	0.7893358452	0.5437117536	-0.285738138
2716	0.5439190278	-0.309253996	0.7885739695	0.5439190278	-0.286219941
2717	0.5441262256	-0.309705979	0.787811567	0.5441262256	-0.286701623
2718	0.5443333473	-0.310157833	0.7870486389	0.5443333473	-0.287183183
2719	0.5445403927	-0.310609557	0.7862851861	0.5445403927	-0.28766462
2720	0.544747362	-0.311061153	0.7855212096	0.544747362	-0.288145936
2721	0.5449542553	-0.311512619	0.7847567103	0.5449542553	-0.288627131
2722	0.5451610725	-0.311963956	0.7839916894	0.5451610725	-0.289108203
2723	0.5453678137	-0.312415165	0.7832261478	0.5453678137	-0.289589154
2724	0.545574479	-0.312866244	0.7824600864	0.545574479	-0.290069983
2725	0.5457810685	-0.313317195	0.7816935063	0.5457810685	-0.290550691
2726	0.5459875822	-0.313768016	0.7809264085	0.5459875822	-0.291031277
2727	0.5461940201	-0.31421871	0.7801587939	0.5461940201	-0.291511741
2728	0.5464003824	-0.314669274	0.7793906635	0.5464003824	-0.291992084
2729	0.546606669	-0.31511971	0.7786220184	0.546606669	-0.292472306
2730	0.54681288	-0.315570018	0.7778528594	0.54681288	-0.292952406
2731	0.5470190156	-0.316020197	0.7770831876	0.5470190156	-0.293432385
2732	0.5472250756	-0.316470247	0.7763130039	0.5472250756	-0.293912243
2733	0.5474310603	-0.31692017	0.7755423093	0.5474310603	-0.294391979
2734	0.5476369695	-0.317369964	0.7747711049	0.5476369695	-0.294871594
2735	0.5478428035	-0.31781963	0.7739993914	0.5478428035	-0.295351089
2736	0.5480485623	-0.318269168	0.7732271701	0.5480485623	-0.295830462
2737	0.5482542458	-0.318718578	0.7724544417	0.5482542458	-0.296309714
2738	0.5484598542	-0.319167859	0.7716812073	0.5484598542	-0.296788845
2739	0.5486653876	-0.319617013	0.7709074678	0.5486653876	-0.297267855
2740	0.5488708459	-0.32006604	0.7701332243	0.5488708459	-0.297746744
2741	0.5490762292	-0.320514938	0.7693584776	0.5490762292	-0.298225513
2742	0.5492815376	-0.320963709	0.7685832287	0.5492815376	-0.298704161
2743	0.5494867712	-0.321412352	0.7678074786	0.5494867712	-0.299182687
2744	0.54969193	-0.321860867	0.7670312282	0.54969193	-0.299661094
2745	0.549897014	-0.322309255	0.7662544786	0.549897014	-0.300139379
2746	0.5501020233	-0.322757516	0.7654772306	0.5501020233	-0.300617544
2747	0.5503069579	-0.323205649	0.7646994852	0.5503069579	-0.301095589
2748	0.550511818	-0.323653655	0.7639212433	0.550511818	-0.301573513
2749	0.5507166035	-0.324101534	0.763142506	0.5507166035	-0.302051316
2750	0.5509213146	-0.324549285	0.7623632741	0.5509213146	-0.302528999
2751	0.5511259512	-0.32499691	0.7615835487	0.5511259512	-0.303006562
2752	0.5513305134	-0.325444407	0.7608033305	0.5513305134	-0.303484004
2753	0.5515350014	-0.325891777	0.7600226207	0.5515350014	-0.303961327
2754	0.551739415	-0.326339021	0.7592414201	0.551739415	-0.304438528
2755	0.5519437545	-0.326786137	0.7584597297	0.5519437545	-0.30491561
2756	0.5521480198	-0.327233127	0.7576775503	0.5521480198	-0.305392572
2757	0.552352211	-0.32767999	0.7568948831	0.552352211	-0.305869413
2758	0.5525563281	-0.328126727	0.7561117288	0.5525563281	-0.306346135
2759	0.5527603713	-0.328573337	0.7553280884	0.5527603713	-0.306822736
2760	0.5529643405	-0.32901982	0.7545439629	0.5529643405	-0.307299218
2761	0.5531682358	-0.329466177	0.7537593532	0.5531682358	-0.30777558
2762	0.5533720573	-0.329912407	0.7529742602	0.5533720573	-0.308251822
2763	0.553575805	-0.330358512	0.7521886848	0.553575805	-0.308727944
2764	0.553779479	-0.330804489	0.7514026281	0.553779479	-0.309203946
2765	0.5539830793	-0.331250341	0.7506160908	0.5539830793	-0.309679828
2766	0.554186606	-0.331696067	0.7498290739	0.554186606	-0.310155591
2767	0.5543900591	-0.332141666	0.7490415783	0.5543900591	-0.310631235
2768	0.5545934387	-0.33258714	0.748253605	0.5545934387	-0.311106759
2769	0.5547967448	-0.333032487	0.7474651549	0.5547967448	-0.311582163
2770	0.5549999776	-0.333477709	0.7466762289	0.5549999776	-0.312057448
2771	0.5552031369	-0.333922805	0.7458868279	0.5552031369	-0.312532613
2772	0.555406223	-0.334367775	0.7450969529	0.555406223	-0.313007659
2773	0.5556092358	-0.33481262	0.7443066046	0.5556092358	-0.313482586
2774	0.5558121754	-0.335257339	0.7435157842	0.5558121754	-0.313957393
2775	0.5560150419	-0.335701932	0.7427244924	0.5560150419	-0.314432081
2776	0.5562178353	-0.3361464	0.7419327301	0.5562178353	-0.31490665
2777	0.5564205556	-0.336590742	0.7411404984	0.5564205556	-0.3153811
2778	0.556623203	-0.337034959	0.740347798	0.556623203	-0.315855431
2779	0.5568257774	-0.337479051	0.7395546299	0.5568257774	-0.316329642
2780	0.557028279	-0.337923017	0.738760995	0.557028279	-0.316803735
2781	0.5572307077	-0.338366859	0.7379668941	0.5572307077	-0.317277709
2782	0.5574330636	-0.338810575	0.7371723283	0.5574330636	-0.317751564
2783	0.5576353468	-0.339254166	0.7363772984	0.5576353468	-0.3182253
2784	0.5578375574	-0.339697633	0.7355818052	0.5578375574	-0.318698917
2785	0.5580396953	-0.340140974	0.7347858497	0.5580396953	-0.319172415
2786	0.5582417606	-0.34058419	0.7339894328	0.5582417606	-0.319645795
2787	0.5584437535	-0.341027282	0.7331925554	0.5584437535	-0.320119056
2788	0.5586456738	-0.341470249	0.7323952183	0.5586456738	-0.320592199
2789	0.5588475218	-0.341913092	0.7315974225	0.5588475218	-0.321065222
2790	0.5590492974	-0.342355809	0.7307991688	0.5590492974	-0.321538128
2791	0.5592510007	-0.342798403	0.7300004581	0.5592510007	-0.322010914
2792	0.5594526317	-0.343240871	0.7292012913	0.5594526317	-0.322483583
2793	0.5596541906	-0.343683216	0.7284016693	0.5596541906	-0.322956133
2794	0.5598556772	-0.344125436	0.7276015929	0.5598556772	-0.323428564
2795	0.5600570918	-0.344567532	0.7268010632	0.5600570918	-0.323900878
2796	0.5602584343	-0.345009503	0.7260000808	0.5602584343	-0.324373073
2797	0.5604597049	-0.345451351	0.7251986467	0.5604597049	-0.32484515
2798	0.5606609035	-0.345893074	0.7243967619	0.5606609035	-0.325317109
2799	0.5608620301	-0.346334673	0.7235944271	0.5608620301	-0.325788949
2800	0.561063085	-0.346776149	0.7227916432	0.561063085	-0.326260672
2801	0.561264068	-0.3472175	0.7219884111	0.561264068	-0.326732276
2802	0.5614649794	-0.347658728	0.7211847317	0.5614649794	-0.327203763
2803	0.561665819	-0.348099832	0.7203806058	0.561665819	-0.327675131
2804	0.561866587	-0.348540812	0.7195760344	0.561866587	-0.328146382
2805	0.5620672833	-0.348981668	0.7187710182	0.5620672833	-0.328617515
2806	0.5622679082	-0.349422401	0.7179655581	0.5622679082	-0.32908853
2807	0.5624684616	-0.349863011	0.7171596551	0.5624684616	-0.329559428
2808	0.5626689435	-0.350303497	0.7163533099	0.5626689435	-0.330030207
2809	0.5628693541	-0.350743859	0.7155465234	0.5628693541	-0.330500869
2810	0.5630696933	-0.351184099	0.7147392966	0.5630696933	-0.330971414
2811	0.5632699612	-0.351624215	0.7139316301	0.5632699612	-0.331441841
2812	0.5634701579	-0.352064208	0.713123525	0.5634701579	-0.33191215
2813	0.5636702834	-0.352504077	0.712314982	0.5636702834	-0.332382342
2814	0.5638703378	-0.352943824	0.711506002	0.5638703378	-0.332852417
2815	0.5640703212	-0.353383448	0.7106965859	0.5640703212	-0.333322374
2816	0.5642702334	-0.353822948	0.7098867345	0.5642702334	-0.333792214
2817	0.5644700747	-0.354262326	0.7090764486	0.5644700747	-0.334261936
2818	0.5646698451	-0.354701581	0.7082657292	0.5646698451	-0.334731542
2819	0.5648695446	-0.355140713	0.707454577	0.5648695446	-0.33520103
2820	0.5650691733	-0.355579723	0.7066429929	0.5650691733	-0.335670401
2821	0.5652687312	-0.356018609	0.7058309777	0.5652687312	-0.336139655
2822	0.5654682183	-0.356457374	0.7050185324	0.5654682183	-0.336608791
2823	0.5656676348	-0.356896015	0.7042056576	0.5656676348	-0.337077811
2824	0.5658669807	-0.357334535	0.7033923543	0.5658669807	-0.337546714
2825	0.566066256	-0.357772932	0.7025786234	0.566066256	-0.3380155
2826	0.5662654607	-0.358211206	0.7017644655	0.5662654607	-0.338484169
2827	0.566464595	-0.358649359	0.7009498816	0.566464595	-0.338952722
2828	0.5666636589	-0.359087389	0.7001348726	0.5666636589	-0.339421157
2829	0.5668626523	-0.359525297	0.6993194391	0.5668626523	-0.339889476
2830	0.5670615755	-0.359963083	0.6985035822	0.5670615755	-0.340357678
2831	0.5672604283	-0.360400747	0.6976873026	0.5672604283	-0.340825764
2832	0.567459211	-0.360838289	0.696870601	0.567459211	-0.341293733
2833	0.5676579234	-0.361275709	0.6960534785	0.5676579234	-0.341761585
2834	0.5678565658	-0.361713007	0.6952359357	0.5678565658	-0.342229321
2835	0.568055138	-0.362150183	0.6944179735	0.568055138	-0.342696941
2836	0.5682536402	-0.362587238	0.6935995928	0.5682536402	-0.343164444
2837	0.5684520725	-0.363024171	0.6927807943	0.5684520725	-0.34363183
2838	0.5686504348	-0.363460983	0.6919615789	0.5686504348	-0.344099101
2839	0.5688487272	-0.363897673	0.6911419474	0.5688487272	-0.344566255
2840	0.5690469498	-0.364334241	0.6903219006	0.5690469498	-0.345033293
2841	0.5692451026	-0.364770688	0.6895014394	0.5692451026	-0.345500215
2842	0.5694431856	-0.365207014	0.6886805644	0.5694431856	-0.34596702
2843	0.569641199	-0.365643219	0.6878592767	0.569641199	-0.34643371
2844	0.5698391428	-0.366079302	0.6870375769	0.5698391428	-0.346900283
2845	0.5700370169	-0.366515264	0.6862154659	0.5700370169	-0.347366741
2846	0.5702348215	-0.366951105	0.6853929445	0.5702348215	-0.347833082
2847	0.5704325567	-0.367386825	0.6845700134	0.5704325567	-0.348299308
2848	0.5706302224	-0.367822424	0.6837466736	0.5706302224	-0.348765418
2849	0.5708278186	-0.368257903	0.6829229258	0.5708278186	-0.349231412
2850	0.5710253456	-0.36869326	0.6820987709	0.5710253456	-0.34969729
2851	0.5712228032	-0.369128496	0.6812742095	0.5712228032	-0.350163053
2852	0.5714201916	-0.369563612	0.6804492426	0.5714201916	-0.3506287
2853	0.5716175109	-0.369998607	0.6796238709	0.5716175109	-0.351094231
2854	0.5718147609	-0.370433482	0.6787980952	0.5718147609	-0.351559647
2855	0.5720119419	-0.370868236	0.6779719164	0.5720119419	-0.352024947
2856	0.5722090538	-0.371302869	0.6771453351	0.5722090538	-0.352490131
2857	0.5724060967	-0.371737382	0.6763183523	0.5724060967	-0.352955201
2858	0.5726030706	-0.372171775	0.6754909687	0.5726030706	-0.353420155
2859	0.5727999756	-0.372606047	0.6746631851	0.5727999756	-0.353884993
2860	0.5729968118	-0.3730402	0.6738350023	0.5729968118	-0.354349716
2861	0.5731935792	-0.373474232	0.6730064211	0.5731935792	-0.354814324
2862	0.5733902778	-0.373908143	0.6721774422	0.5733902778	-0.355278817
2863	0.5735869077	-0.374341935	0.6713480665	0.5735869077	-0.355743194
2864	0.5737834689	-0.374775607	0.6705182948	0.5737834689	-0.356207457
2865	0.5739799615	-0.375209159	0.6696881278	0.5739799615	-0.356671604
2866	0.5741763855	-0.375642591	0.6688575663	0.5741763855	-0.357135637
2867	0.574372741	-0.376075903	0.6680266112	0.574372741	-0.357599554
2868	0.574569028	-0.376509096	0.6671952631	0.574569028	-0.358063356
2869	0.5747652466	-0.376942168	0.6663635228	0.5747652466	-0.358527044
2870	0.5749613968	-0.377375121	0.6655313912	0.5749613968	-0.358990616
2871	0.5751574787	-0.377807955	0.6646988691	0.5751574787	-0.359454074
2872	0.5753534923	-0.378240669	0.6638659571	0.5753534923	-0.359917417
2873	0.5755494376	-0.378673263	0.6630326561	0.5755494376	-0.360380646
2874	0.5757453148	-0.379105739	0.6621989669	0.5757453148	-0.36084376
2875	0.5759411238	-0.379538094	0.6613648901	0.5759411238	-0.361306759
2876	0.5761368648	-0.379970331	0.6605304267	0.5761368648	-0.361769643
2877	0.5763325376	-0.380402448	0.6596955773	0.5763325376	-0.362232413
2878	0.5765281425	-0.380834446	0.6588603428	0.5765281425	-0.362695069
2879	0.5767236794	-0.381266326	0.6580247238	0.5767236794	-0.36315761
2880	0.5769191485	-0.381698086	0.6571887213	0.5769191485	-0.363620036
2881	0.5771145496	-0.382129727	0.6563523358	0.5771145496	-0.364082349
2882	0.577309883	-0.382561249	0.6555155682	0.577309883	-0.364544547
2883	0.5775051485	-0.382992652	0.6546784193	0.5775051485	-0.36500663
2884	0.5777003464	-0.383423936	0.6538408899	0.5777003464	-0.3654686
2885	0.5778954766	-0.383855102	0.6530029806	0.5778954766	-0.365930455
2886	0.5780905392	-0.384286149	0.6521646922	0.5780905392	-0.366392197
2887	0.5782855341	-0.384717078	0.6513260255	0.5782855341	-0.366853824
2888	0.5784804616	-0.385147888	0.6504869813	0.5784804616	-0.367315337
2889	0.5786753216	-0.385578579	0.6496475603	0.5786753216	-0.367776736
2890	0.5788701141	-0.386009152	0.6488077633	0.5788701141	-0.368238021
2891	0.5790648393	-0.386439607	0.6479675909	0.5790648393	-0.368699192
2892	0.5792594971	-0.386869943	0.6471270441	0.5792594971	-0.36916025
2893	0.5794540876	-0.387300161	0.6462861234	0.5794540876	-0.369621194
2894	0.5796486108	-0.38773026	0.6454448298	0.5796486108	-0.370082023
2895	0.5798430669	-0.388160242	0.6446031638	0.5798430669	-0.37054274
2896	0.5800374558	-0.388590106	0.6437611263	0.5800374558	-0.371003342
2897	0.5802317775	-0.389019851	0.642918718	0.5802317775	-0.371463831
2898	0.5804260323	-0.389449479	0.6420759397	0.5804260323	-0.371924206
2899	0.58062022	-0.389878988	0.6412327921	0.58062022	-0.372384468
2900	0.5808143407	-0.39030838	0.6403892759	0.5808143407	-0.372844616
