time	rcs1	rcs2	rcs3	tvc1_rcs1	tvc1_rcs2	tvc2_rcs1	tvc2_rcs2
1514	0.2149848718	0.2667549648	1.0668637465	0.2149848718	0.3588091986	0.2149848718	0.3588091986
1515	0.2153565147	0.2661273247	1.0666374174	0.2153565147	0.3581363478	0.2153565147	0.3581363478
1516	0.2157279123	0.265499985	1.0664100199	0.2157279123	0.3574637381	0.2157279123	0.3574637381
1517	0.2160990649	0.2648729454	1.0661815558	0.2160990649	0.3567913695	0.2160990649	0.3567913695
1518	0.216469973	0.2642462055	1.0659520266	0.216469973	0.3561192419	0.216469973	0.3561192419
1519	0.2168406369	0.2636197651	1.065721434	0.2168406369	0.3554473551	0.2168406369	0.3554473551
1520	0.2172110568	0.262993624	1.0654897797	0.2172110568	0.3547757092	0.2172110568	0.3547757092
1521	0.2175812331	0.2623677819	1.0652570652	0.2175812331	0.354104304	0.2175812331	0.354104304
1522	0.2179511661	0.2617422385	1.0650232923	0.2179511661	0.3534331393	0.2179511661	0.3534331393
1523	0.2183208561	0.2611169934	1.0647884625	0.2183208561	0.3527622152	0.2183208561	0.3527622152
1524	0.2186903035	0.2604920466	1.0645525774	0.2186903035	0.3520915314	0.2186903035	0.3520915314
1525	0.2190595085	0.2598673976	1.0643156387	0.2190595085	0.351421088	0.2190595085	0.351421088
1526	0.2194284715	0.2592430463	1.064077648	0.2194284715	0.3507508847	0.2194284715	0.3507508847
1527	0.2197971928	0.2586189923	1.0638386069	0.2197971928	0.3500809215	0.2197971928	0.3500809215
1528	0.2201656727	0.2579952354	1.063598517	0.2201656727	0.3494111983	0.2201656727	0.3494111983
1529	0.2205339115	0.2573717753	1.0633573799	0.2205339115	0.3487417151	0.2205339115	0.3487417151
1530	0.2209019096	0.2567486118	1.0631151973	0.2209019096	0.3480724716	0.2209019096	0.3480724716
1531	0.2212696672	0.2561257445	1.0628719707	0.2212696672	0.3474034678	0.2212696672	0.3474034678
1532	0.2216371847	0.2555031732	1.0626277017	0.2216371847	0.3467347036	0.2216371847	0.3467347036
1533	0.2220044624	0.2548808977	1.0623823919	0.2220044624	0.3460661788	0.2220044624	0.3460661788
1534	0.2223715006	0.2542589177	1.0621360429	0.2223715006	0.3453978935	0.2223715006	0.3453978935
1535	0.2227382996	0.2536372328	1.0618886564	0.2227382996	0.3447298475	0.2227382996	0.3447298475
1536	0.2231048597	0.2530158429	1.0616402338	0.2231048597	0.3440620407	0.2231048597	0.3440620407
1537	0.2234711812	0.2523947477	1.0613907768	0.2234711812	0.3433944729	0.2234711812	0.3433944729
1538	0.2238372645	0.2517739469	1.061140287	0.2238372645	0.3427271442	0.2238372645	0.3427271442
1539	0.2242031098	0.2511534402	1.0608887658	0.2242031098	0.3420600543	0.2242031098	0.3420600543
1540	0.2245687175	0.2505332275	1.060636215	0.2245687175	0.3413932032	0.2245687175	0.3413932032
1541	0.2249340879	0.2499133083	1.0603826361	0.2249340879	0.3407265908	0.2249340879	0.3407265908
1542	0.2252992212	0.2492936825	1.0601280306	0.2252992212	0.340060217	0.2252992212	0.340060217
1543	0.2256641179	0.2486743497	1.0598724001	0.2256641179	0.3393940816	0.2256641179	0.3393940816
1544	0.2260287781	0.2480553098	1.0596157461	0.2260287781	0.3387281846	0.2260287781	0.3387281846
1545	0.2263932022	0.2474365625	1.0593580703	0.2263932022	0.3380625259	0.2263932022	0.3380625259
1546	0.2267573905	0.2468181074	1.0590993742	0.2267573905	0.3373971054	0.2267573905	0.3373971054
1547	0.2271213434	0.2461999444	1.0588396593	0.2271213434	0.336731923	0.2271213434	0.336731923
1548	0.227485061	0.2455820732	1.0585789272	0.227485061	0.3360669785	0.227485061	0.3360669785
1549	0.2278485438	0.2449644934	1.0583171794	0.2278485438	0.3354022719	0.2278485438	0.3354022719
1550	0.2282117919	0.2443472049	1.0580544175	0.2282117919	0.334737803	0.2282117919	0.334737803
1551	0.2285748058	0.2437302074	1.057790643	0.2285748058	0.3340735718	0.2285748058	0.3340735718
1552	0.2289375857	0.2431135007	1.0575258575	0.2289375857	0.3334095781	0.2289375857	0.3334095781
1553	0.229300132	0.2424970844	1.0572600625	0.229300132	0.332745822	0.229300132	0.332745822
1554	0.2296624449	0.2418809583	1.0569932595	0.2296624449	0.3320823031	0.2296624449	0.3320823031
1555	0.2300245247	0.2412651221	1.05672545	0.2300245247	0.3314190215	0.2300245247	0.3314190215
1556	0.2303863717	0.2406495756	1.0564566356	0.2303863717	0.3307559771	0.2303863717	0.3307559771
1557	0.2307479862	0.2400343186	1.0561868178	0.2307479862	0.3300931697	0.2307479862	0.3300931697
1558	0.2311093686	0.2394193507	1.0559159982	0.2311093686	0.3294305992	0.2311093686	0.3294305992
1559	0.2314705191	0.2388046718	1.0556441781	0.2314705191	0.3287682655	0.2314705191	0.3287682655
1560	0.231831438	0.2381902814	1.0553713593	0.231831438	0.3281061686	0.231831438	0.3281061686
1561	0.2321921257	0.2375761795	1.055097543	0.2321921257	0.3274443083	0.2321921257	0.3274443083
1562	0.2325525823	0.2369623657	1.054822731	0.2325525823	0.3267826846	0.2325525823	0.3267826846
1563	0.2329128083	0.2363488398	1.0545469247	0.2329128083	0.3261212972	0.2329128083	0.3261212972
1564	0.2332728038	0.2357356015	1.0542701255	0.2332728038	0.3254601461	0.2332728038	0.3254601461
1565	0.2336325693	0.2351226506	1.053992335	0.2336325693	0.3247992313	0.2336325693	0.3247992313
1566	0.2339921049	0.2345099868	1.0537135547	0.2339921049	0.3241385526	0.2339921049	0.3241385526
1567	0.234351411	0.2338976098	1.0534337861	0.234351411	0.3234781098	0.234351411	0.3234781098
1568	0.2347104879	0.2332855194	1.0531530307	0.2347104879	0.322817903	0.2347104879	0.322817903
1569	0.2350693359	0.2326737154	1.0528712899	0.2350693359	0.3221579319	0.2350693359	0.3221579319
1570	0.2354279553	0.2320621974	1.0525885653	0.2354279553	0.3214981966	0.2354279553	0.3214981966
1571	0.2357863463	0.2314509653	1.0523048583	0.2357863463	0.3208386968	0.2357863463	0.3208386968
1572	0.2361445092	0.2308400188	1.0520201704	0.2361445092	0.3201794324	0.2361445092	0.3201794324
1573	0.2365024443	0.2302293575	1.051734503	0.2365024443	0.3195204035	0.2365024443	0.3195204035
1574	0.236860152	0.2296189814	1.0514478578	0.236860152	0.3188616098	0.236860152	0.3188616098
1575	0.2372176325	0.22900889	1.0511602361	0.2372176325	0.3182030512	0.2372176325	0.3182030512
1576	0.2375748861	0.2283990832	1.0508716394	0.2375748861	0.3175447278	0.2375748861	0.3175447278
1577	0.2379319131	0.2277895608	1.0505820692	0.2379319131	0.3168866392	0.2379319131	0.3168866392
1578	0.2382887138	0.2271803223	1.0502915269	0.2382887138	0.3162287855	0.2382887138	0.3162287855
1579	0.2386452884	0.2265713677	1.050000014	0.2386452884	0.3155711665	0.2386452884	0.3155711665
1580	0.2390016373	0.2259626966	1.0497075319	0.2390016373	0.3149137822	0.2390016373	0.3149137822
1581	0.2393577607	0.2253543089	1.0494140822	0.2393577607	0.3142566324	0.2393577607	0.3142566324
1582	0.2397136589	0.2247462041	1.0491196662	0.2397136589	0.313599717	0.2397136589	0.313599717
1583	0.2400693323	0.2241383822	1.0488242855	0.2400693323	0.3129430359	0.2400693323	0.3129430359
1584	0.240424781	0.2235308428	1.0485279414	0.240424781	0.312286589	0.240424781	0.312286589
1585	0.2407800054	0.2229235857	1.0482306354	0.2407800054	0.3116303762	0.2407800054	0.3116303762
1586	0.2411350057	0.2223166107	1.047932369	0.2411350057	0.3109743975	0.2411350057	0.3109743975
1587	0.2414897823	0.2217099174	1.0476331436	0.2414897823	0.3103186525	0.2414897823	0.3103186525
1588	0.2418443354	0.2211035057	1.0473329606	0.2418443354	0.3096631414	0.2418443354	0.3096631414
1589	0.2421986653	0.2204973753	1.0470318215	0.2421986653	0.309007864	0.2421986653	0.309007864
1590	0.2425527723	0.219891526	1.0467297276	0.2425527723	0.3083528201	0.2425527723	0.3083528201
1591	0.2429066566	0.2192859574	1.0464266805	0.2429066566	0.3076980096	0.2429066566	0.3076980096
1592	0.2432603186	0.2186806694	1.0461226815	0.2432603186	0.3070434325	0.2432603186	0.3070434325
1593	0.2436137585	0.2180756617	1.0458177321	0.2436137585	0.3063890887	0.2436137585	0.3063890887
1594	0.2439669766	0.2174709341	1.0455118337	0.2439669766	0.305734978	0.2439669766	0.305734978
1595	0.2443199732	0.2168664862	1.0452049877	0.2443199732	0.3050811003	0.2443199732	0.3050811003
1596	0.2446727486	0.2162623179	1.0448971955	0.2446727486	0.3044274556	0.2446727486	0.3044274556
1597	0.2450253029	0.215658429	1.0445884586	0.2450253029	0.3037740436	0.2450253029	0.3037740436
1598	0.2453776366	0.2150548191	1.0442787783	0.2453776366	0.3031208644	0.2453776366	0.3031208644
1599	0.2457297499	0.214451488	1.0439681561	0.2457297499	0.3024679178	0.2457297499	0.3024679178
1600	0.246081643	0.2138484355	1.0436565933	0.246081643	0.3018152037	0.246081643	0.3018152037
1601	0.2464333162	0.2132456614	1.0433440914	0.2464333162	0.3011627219	0.2464333162	0.3011627219
1602	0.2467847699	0.2126431653	1.0430306518	0.2467847699	0.3005104724	0.2467847699	0.3005104724
1603	0.2471360043	0.2120409471	1.0427162758	0.2471360043	0.2998584551	0.2471360043	0.2998584551
1604	0.2474870196	0.2114390064	1.0424009649	0.2474870196	0.2992066699	0.2474870196	0.2992066699
1605	0.2478378161	0.2108373431	1.0420847204	0.2478378161	0.2985551166	0.2478378161	0.2985551166
1606	0.2481883942	0.210235957	1.0417675438	0.2481883942	0.2979037952	0.2481883942	0.2979037952
1607	0.248538754	0.2096348476	1.0414494364	0.248538754	0.2972527055	0.248538754	0.2972527055
1608	0.2488888958	0.209034015	1.0411303996	0.2488888958	0.2966018474	0.2488888958	0.2966018474
1609	0.24923882	0.2084334586	1.0408104348	0.24923882	0.2959512209	0.24923882	0.2959512209
1610	0.2495885268	0.2078331785	1.0404895433	0.2495885268	0.2953008258	0.2495885268	0.2953008258
1611	0.2499380164	0.2072331742	1.0401677266	0.2499380164	0.294650662	0.2499380164	0.294650662
1612	0.2502872892	0.2066334456	1.0398449861	0.2502872892	0.2940007293	0.2502872892	0.2940007293
1613	0.2506363453	0.2060339923	1.039521323	0.2506363453	0.2933510278	0.2506363453	0.2933510278
1614	0.2509851851	0.2054348143	1.0391967387	0.2509851851	0.2927015572	0.2509851851	0.2927015572
1615	0.2513338089	0.2048359112	1.0388712348	0.2513338089	0.2920523176	0.2513338089	0.2920523176
1616	0.2516822169	0.2042372827	1.0385448123	0.2516822169	0.2914033086	0.2516822169	0.2914033086
1617	0.2520304093	0.2036389287	1.0382174729	0.2520304093	0.2907545304	0.2520304093	0.2907545304
1618	0.2523783864	0.2030408489	1.0378892177	0.2523783864	0.2901059827	0.2523783864	0.2901059827
1619	0.2527261486	0.2024430431	1.0375600483	0.2527261486	0.2894576654	0.2527261486	0.2894576654
1620	0.253073696	0.201845511	1.0372299658	0.253073696	0.2888095784	0.253073696	0.2888095784
1621	0.253421029	0.2012482524	1.0368989717	0.253421029	0.2881617217	0.253421029	0.2881617217
1622	0.2537681477	0.2006512671	1.0365670674	0.2537681477	0.2875140951	0.2537681477	0.2875140951
1623	0.2541150525	0.2000545547	1.0362342541	0.2541150525	0.2868666985	0.2541150525	0.2868666985
1624	0.2544617436	0.1994581151	1.0359005332	0.2544617436	0.2862195318	0.2544617436	0.2862195318
1625	0.2548082214	0.1988619481	1.035565906	0.2548082214	0.2855725948	0.2548082214	0.2855725948
1626	0.2551544859	0.1982660533	1.035230374	0.2551544859	0.2849258876	0.2551544859	0.2849258876
1627	0.2555005376	0.1976704306	1.0348939384	0.2555005376	0.2842794099	0.2555005376	0.2842794099
1628	0.2558463766	0.1970750797	1.0345566005	0.2558463766	0.2836331616	0.2558463766	0.2836331616
1629	0.2561920033	0.1964800004	1.0342183618	0.2561920033	0.2829871427	0.2561920033	0.2829871427
1630	0.2565374179	0.1958851924	1.0338792234	0.2565374179	0.2823413531	0.2565374179	0.2823413531
1631	0.2568826206	0.1952906556	1.0335391868	0.2568826206	0.2816957925	0.2568826206	0.2816957925
1632	0.2572276118	0.1946963896	1.0331982533	0.2572276118	0.281050461	0.2572276118	0.281050461
1633	0.2575723916	0.1941023943	1.0328564242	0.2575723916	0.2804053584	0.2575723916	0.2804053584
1634	0.2579169603	0.1935086693	1.0325137008	0.2579169603	0.2797604846	0.2579169603	0.2797604846
1635	0.2582613183	0.1929152146	1.0321700844	0.2582613183	0.2791158395	0.2582613183	0.2791158395
1636	0.2586054656	0.1923220297	1.0318255764	0.2586054656	0.278471423	0.2586054656	0.278471423
1637	0.2589494027	0.1917291146	1.031480178	0.2589494027	0.2778272349	0.2589494027	0.2778272349
1638	0.2592931298	0.1911364689	1.0311338906	0.2592931298	0.2771832752	0.2592931298	0.2771832752
1639	0.2596366471	0.1905440924	1.0307867155	0.2596366471	0.2765395437	0.2596366471	0.2765395437
1640	0.2599799548	0.189951985	1.030438654	0.2599799548	0.2758960404	0.2599799548	0.2758960404
1641	0.2603230533	0.1893601463	1.0300897073	0.2603230533	0.2752527652	0.2603230533	0.2752527652
1642	0.2606659427	0.1887685761	1.0297398768	0.2606659427	0.2746097178	0.2606659427	0.2746097178
1643	0.2610086234	0.1881772742	1.0293891638	0.2610086234	0.2739668982	0.2610086234	0.2739668982
1644	0.2613510956	0.1875862404	1.0290375696	0.2613510956	0.2733243064	0.2613510956	0.2733243064
1645	0.2616933596	0.1869954744	1.0286850955	0.2616933596	0.2726819421	0.2616933596	0.2726819421
1646	0.2620354155	0.186404976	1.0283317427	0.2620354155	0.2720398054	0.2620354155	0.2720398054
1647	0.2623772637	0.185814745	1.0279775125	0.2623772637	0.2713978959	0.2623772637	0.2713978959
1648	0.2627189044	0.1852247811	1.0276224063	0.2627189044	0.2707562138	0.2627189044	0.2707562138
1649	0.2630603378	0.1846350841	1.0272664253	0.2630603378	0.2701147588	0.2630603378	0.2701147588
1650	0.2634015643	0.1840456537	1.0269095708	0.2634015643	0.2694735308	0.2634015643	0.2694735308
1651	0.263742584	0.1834564898	1.0265518441	0.263742584	0.2688325298	0.263742584	0.2688325298
1652	0.2640833973	0.1828675922	1.0261932465	0.2640833973	0.2681917556	0.2640833973	0.2681917556
1653	0.2644240042	0.1822789605	1.0258337791	0.2644240042	0.2675512081	0.2644240042	0.2675512081
1654	0.2647644052	0.1816905945	1.0254734434	0.2647644052	0.2669108872	0.2647644052	0.2669108872
1655	0.2651046005	0.1811024941	1.0251122406	0.2651046005	0.2662707928	0.2651046005	0.2662707928
1656	0.2654445903	0.180514659	1.0247501719	0.2654445903	0.2656309247	0.2654445903	0.2656309247
1657	0.2657843748	0.1799270889	1.0243872385	0.2657843748	0.2649912829	0.2657843748	0.2649912829
1658	0.2661239543	0.1793397837	1.0240234419	0.2661239543	0.2643518673	0.2661239543	0.2643518673
1659	0.266463329	0.178752743	1.0236587832	0.266463329	0.2637126777	0.266463329	0.2637126777
1660	0.2668024993	0.1781659668	1.0232932637	0.2668024993	0.2630737141	0.2668024993	0.2630737141
1661	0.2671414653	0.1775794547	1.0229268846	0.2671414653	0.2624349763	0.2671414653	0.2624349763
1662	0.2674802273	0.1769932065	1.0225596472	0.2674802273	0.2617964642	0.2674802273	0.2617964642
1663	0.2678187855	0.176407222	1.0221915527	0.2678187855	0.2611581777	0.2678187855	0.2611581777
1664	0.2681571402	0.175821501	1.0218226025	0.2681571402	0.2605201167	0.2681571402	0.2605201167
1665	0.2684952917	0.1752360432	1.0214527977	0.2684952917	0.259882281	0.2684952917	0.259882281
1666	0.26883324	0.1746508484	1.0210821396	0.26883324	0.2592446707	0.26883324	0.2592446707
1667	0.2691709856	0.1740659164	1.0207106294	0.2691709856	0.2586072855	0.2691709856	0.2586072855
1668	0.2695085287	0.173481247	1.0203382684	0.2695085287	0.2579701253	0.2695085287	0.2579701253
1669	0.2698458695	0.1728968399	1.0199650578	0.2698458695	0.2573331901	0.2698458695	0.2573331901
1670	0.2701830082	0.172312695	1.0195909988	0.2701830082	0.2566964797	0.2701830082	0.2566964797
1671	0.270519945	0.1717288119	1.0192160928	0.270519945	0.256059994	0.270519945	0.256059994
1672	0.2708566803	0.1711451905	1.0188403408	0.2708566803	0.2554237329	0.2708566803	0.2554237329
1673	0.2711932143	0.1705618305	1.0184637442	0.2711932143	0.2547876963	0.2711932143	0.2547876963
1674	0.2715295471	0.1699787317	1.0180863041	0.2715295471	0.2541518841	0.2715295471	0.2541518841
1675	0.2718656791	0.1693958939	1.0177080218	0.2718656791	0.2535162962	0.2718656791	0.2535162962
1676	0.2722016105	0.1688133169	1.0173288986	0.2722016105	0.2528809324	0.2722016105	0.2528809324
1677	0.2725373416	0.1682310004	1.0169489355	0.2725373416	0.2522457927	0.2725373416	0.2522457927
1678	0.2728728724	0.1676489443	1.016568134	0.2728728724	0.2516108769	0.2728728724	0.2516108769
1679	0.2732082034	0.1670671482	1.0161864951	0.2732082034	0.2509761849	0.2732082034	0.2509761849
1680	0.2735433347	0.166485612	1.01580402	0.2735433347	0.2503417167	0.2735433347	0.2503417167
1681	0.2738782666	0.1659043355	1.0154207101	0.2738782666	0.249707472	0.2738782666	0.249707472
1682	0.2742129993	0.1653233184	1.0150365665	0.2742129993	0.2490734509	0.2742129993	0.2490734509
1683	0.2745475331	0.1647425605	1.0146515903	0.2745475331	0.2484396531	0.2745475331	0.2484396531
1684	0.2748818681	0.1641620615	1.0142657829	0.2748818681	0.2478060786	0.2748818681	0.2478060786
1685	0.2752160047	0.1635818214	1.0138791454	0.2752160047	0.2471727272	0.2752160047	0.2471727272
1686	0.275549943	0.1630018398	1.0134916791	0.275549943	0.2465395989	0.275549943	0.2465395989
1687	0.2758836833	0.1624221165	1.013103385	0.2758836833	0.2459066935	0.2758836833	0.2459066935
1688	0.2762172259	0.1618426513	1.0127142645	0.2762172259	0.245274011	0.2762172259	0.245274011
1689	0.2765505709	0.161263444	1.0123243186	0.2765505709	0.2446415511	0.2765505709	0.2446415511
1690	0.2768837186	0.1606844944	1.0119335487	0.2768837186	0.2440093139	0.2768837186	0.2440093139
1691	0.2772166692	0.1601058022	1.0115419558	0.2772166692	0.2433772991	0.2772166692	0.2433772991
1692	0.277549423	0.1595273672	1.0111495412	0.277549423	0.2427455068	0.277549423	0.2427455068
1693	0.2778819802	0.1589491892	1.0107563061	0.2778819802	0.2421139366	0.2778819802	0.2421139366
1694	0.278214341	0.158371268	1.0103622517	0.278214341	0.2414825887	0.278214341	0.2414825887
1695	0.2785465057	0.1577936034	1.009967379	0.2785465057	0.2408514628	0.2785465057	0.2408514628
1696	0.2788784745	0.1572161951	1.0095716894	0.2788784745	0.2402205588	0.2788784745	0.2402205588
1697	0.2792102476	0.156639043	1.009175184	0.2792102476	0.2395898766	0.2792102476	0.2395898766
1698	0.2795418252	0.1560621468	1.0087778639	0.2795418252	0.2389594162	0.2795418252	0.2389594162
1699	0.2798732076	0.1554855062	1.0083797303	0.2798732076	0.2383291773	0.2798732076	0.2383291773
1700	0.2802043951	0.1549091212	1.0079807845	0.2802043951	0.2376991599	0.2802043951	0.2376991599
1701	0.2805353878	0.1543329914	1.0075810275	0.2805353878	0.2370693639	0.2805353878	0.2370693639
1702	0.2808661859	0.1537571166	1.0071804606	0.2808661859	0.2364397892	0.2808661859	0.2364397892
1703	0.2811967897	0.1531814967	1.0067790849	0.2811967897	0.2358104356	0.2811967897	0.2358104356
1704	0.2815271995	0.1526061314	1.0063769015	0.2815271995	0.235181303	0.2815271995	0.235181303
1705	0.2818574154	0.1520310205	1.0059739117	0.2818574154	0.2345523914	0.2818574154	0.2345523914
1706	0.2821874378	0.1514561637	1.0055701165	0.2821874378	0.2339237005	0.2821874378	0.2339237005
1707	0.2825172667	0.1508815609	1.0051655173	0.2825172667	0.2332952304	0.2825172667	0.2332952304
1708	0.2828469024	0.1503072119	1.004760115	0.2828469024	0.2326669809	0.2828469024	0.2326669809
1709	0.2831763452	0.1497331164	1.0043539108	0.2831763452	0.2320389518	0.2831763452	0.2320389518
1710	0.2835055953	0.1491592743	1.003946906	0.2835055953	0.2314111432	0.2835055953	0.2314111432
1711	0.2838346529	0.1485856852	1.0035391016	0.2838346529	0.2307835547	0.2838346529	0.2307835547
1712	0.2841635183	0.148012349	1.0031304988	0.2841635183	0.2301561864	0.2841635183	0.2301561864
1713	0.2844921916	0.1474392655	1.0027210987	0.2844921916	0.2295290382	0.2844921916	0.2295290382
1714	0.2848206731	0.1468664345	1.0023109026	0.2848206731	0.2289021098	0.2848206731	0.2289021098
1715	0.285148963	0.1462938557	1.0018999114	0.285148963	0.2282754013	0.285148963	0.2282754013
1716	0.2854770616	0.145721529	1.0014881264	0.2854770616	0.2276489125	0.2854770616	0.2276489125
1717	0.2858049689	0.1451494541	1.0010755488	0.2858049689	0.2270226432	0.2858049689	0.2270226432
1718	0.2861326854	0.1445776308	1.0006621795	0.2861326854	0.2263965935	0.2861326854	0.2263965935
1719	0.2864602112	0.1440060589	1.0002480198	0.2864602112	0.225770763	0.2864602112	0.225770763
1720	0.2867875465	0.1434347382	0.9998330709	0.2867875465	0.2251451519	0.2867875465	0.2251451519
1721	0.2871146915	0.1428636684	0.9994173337	0.2871146915	0.2245197598	0.2871146915	0.2245197598
1722	0.2874416466	0.1422928495	0.9990008095	0.2874416466	0.2238945868	0.2874416466	0.2238945868
1723	0.2877684117	0.1417222811	0.9985834993	0.2877684117	0.2232696327	0.2877684117	0.2232696327
1724	0.2880949873	0.141151963	0.9981654044	0.2880949873	0.2226448974	0.2880949873	0.2226448974
1725	0.2884213736	0.140581895	0.9977465258	0.2884213736	0.2220203808	0.2884213736	0.2220203808
1726	0.2887475706	0.140012077	0.9973268646	0.2887475706	0.2213960828	0.2887475706	0.2213960828
1727	0.2890735788	0.1394425087	0.996906422	0.2890735788	0.2207720032	0.2890735788	0.2207720032
1728	0.2893993982	0.1388731899	0.996485199	0.2893993982	0.220148142	0.2893993982	0.220148142
1729	0.2897250291	0.1383041204	0.9960631968	0.2897250291	0.2195244991	0.2897250291	0.2195244991
1730	0.2900504718	0.1377353	0.9956404165	0.2900504718	0.2189010742	0.2900504718	0.2189010742
1731	0.2903757263	0.1371667284	0.9952168592	0.2903757263	0.2182778674	0.2903757263	0.2182778674
1732	0.2907007931	0.1365984055	0.9947925261	0.2907007931	0.2176548785	0.2907007931	0.2176548785
1733	0.2910256722	0.1360303311	0.9943674181	0.2910256722	0.2170321073	0.2910256722	0.2170321073
1734	0.2913503639	0.1354625049	0.9939415364	0.2913503639	0.2164095539	0.2913503639	0.2164095539
1735	0.2916748684	0.1348949268	0.9935148822	0.2916748684	0.215787218	0.2916748684	0.215787218
1736	0.2919991859	0.1343275964	0.9930874565	0.2919991859	0.2151650996	0.2919991859	0.2151650996
1737	0.2923233166	0.1337605138	0.9926592603	0.2923233166	0.2145431986	0.2923233166	0.2145431986
1738	0.2926472608	0.1331936785	0.9922302949	0.2926472608	0.2139215147	0.2926472608	0.2139215147
1739	0.2929710187	0.1326270904	0.9918005613	0.2929710187	0.213300048	0.2929710187	0.213300048
1740	0.2932945904	0.1320607493	0.9913700606	0.2932945904	0.2126787983	0.2932945904	0.2126787983
1741	0.2936179763	0.1314946551	0.9909387938	0.2936179763	0.2120577655	0.2936179763	0.2120577655
1742	0.2939411764	0.1309288074	0.9905067622	0.2939411764	0.2114369495	0.2939411764	0.2114369495
1743	0.2942641911	0.1303632061	0.9900739667	0.2942641911	0.2108163502	0.2942641911	0.2108163502
1744	0.2945870204	0.129797851	0.9896404084	0.2945870204	0.2101959674	0.2945870204	0.2101959674
1745	0.2949096648	0.1292327418	0.9892060884	0.2949096648	0.209575801	0.2949096648	0.209575801
1746	0.2952321243	0.1286678784	0.9887710078	0.2952321243	0.2089558511	0.2952321243	0.2089558511
1747	0.2955543991	0.1281032606	0.9883351678	0.2955543991	0.2083361173	0.2955543991	0.2083361173
1748	0.2958764896	0.1275388881	0.9878985692	0.2958764896	0.2077165997	0.2958764896	0.2077165997
1749	0.2961983958	0.1269747608	0.9874612133	0.2961983958	0.207097298	0.2961983958	0.207097298
1750	0.296520118	0.1264108785	0.9870231011	0.296520118	0.2064782123	0.296520118	0.2064782123
1751	0.2968416565	0.1258472408	0.9865842337	0.2968416565	0.2058593423	0.2968416565	0.2058593423
1752	0.2971630114	0.1252838477	0.9861446121	0.2971630114	0.205240688	0.2971630114	0.205240688
1753	0.2974841828	0.124720699	0.9857042374	0.2974841828	0.2046222492	0.2974841828	0.2046222492
1754	0.2978051712	0.1241577944	0.9852631107	0.2978051712	0.2040040259	0.2978051712	0.2040040259
1755	0.2981259766	0.1235951337	0.984821233	0.2981259766	0.203386018	0.2981259766	0.203386018
1756	0.2984465992	0.1230327167	0.9843786054	0.2984465992	0.2027682252	0.2984465992	0.2027682252
1757	0.2987670393	0.1224705432	0.983935229	0.2987670393	0.2021506476	0.2987670393	0.2021506476
1758	0.2990872971	0.1219086131	0.9834911048	0.2990872971	0.2015332849	0.2990872971	0.2015332849
1759	0.2994073728	0.1213469261	0.9830462339	0.2994073728	0.2009161372	0.2994073728	0.2009161372
1760	0.2997272665	0.120785482	0.9826006172	0.2997272665	0.2002992042	0.2997272665	0.2002992042
1761	0.3000469785	0.1202242806	0.982154256	0.3000469785	0.1996824859	0.3000469785	0.1996824859
1762	0.3003665091	0.1196633217	0.9817071512	0.3003665091	0.1990659821	0.3003665091	0.1990659821
1763	0.3006858583	0.1191026052	0.9812593039	0.3006858583	0.1984496927	0.3006858583	0.1984496927
1764	0.3010050265	0.1185421307	0.980810715	0.3010050265	0.1978336177	0.3010050265	0.1978336177
1765	0.3013240138	0.1179818982	0.9803613858	0.3013240138	0.1972177569	0.3013240138	0.1972177569
1766	0.3016428203	0.1174219074	0.9799113171	0.3016428203	0.1966021102	0.3016428203	0.1966021102
1767	0.3019614465	0.116862158	0.9794605102	0.3019614465	0.1959866775	0.3019614465	0.1959866775
1768	0.3022798923	0.11630265	0.9790089659	0.3022798923	0.1953714587	0.3022798923	0.1953714587
1769	0.3025981581	0.1157433831	0.9785566853	0.3025981581	0.1947564537	0.3025981581	0.1947564537
1770	0.302916244	0.1151843571	0.9781036695	0.302916244	0.1941416623	0.302916244	0.1941416623
1771	0.3032341503	0.1146255718	0.9776499195	0.3032341503	0.1935270844	0.3032341503	0.1935270844
1772	0.3035518771	0.114067027	0.9771954363	0.3035518771	0.19291272	0.3035518771	0.19291272
1773	0.3038694247	0.1135087226	0.976740221	0.3038694247	0.1922985689	0.3038694247	0.1922985689
1774	0.3041867932	0.1129506582	0.9762842746	0.3041867932	0.191684631	0.3041867932	0.191684631
1775	0.3045039828	0.1123928338	0.9758275981	0.3045039828	0.1910709062	0.3045039828	0.1910709062
1776	0.3048209938	0.1118352491	0.9753701925	0.3048209938	0.1904573944	0.3048209938	0.1904573944
1777	0.3051378264	0.1112779038	0.9749120589	0.3051378264	0.1898440954	0.3051378264	0.1898440954
1778	0.3054544807	0.110720798	0.9744531983	0.3054544807	0.1892310092	0.3054544807	0.1892310092
1779	0.305770957	0.1101639312	0.9739936117	0.305770957	0.1886181357	0.305770957	0.1886181357
1780	0.3060872554	0.1096073034	0.9735333002	0.3060872554	0.1880054747	0.3060872554	0.1880054747
1781	0.3064033762	0.1090509142	0.9730722647	0.3064033762	0.1873930262	0.3064033762	0.1873930262
1782	0.3067193195	0.1084947637	0.9726105062	0.3067193195	0.1867807899	0.3067193195	0.1867807899
1783	0.3070350856	0.1079388514	0.9721480258	0.3070350856	0.1861687659	0.3070350856	0.1861687659
1784	0.3073506746	0.1073831773	0.9716848245	0.3073506746	0.185556954	0.3073506746	0.185556954
